Collection Date Time,EQP ID,WAFER ID,LOT ID,Cassette,SLOT,STATUS,DATA TYPE,RECIPE,RCP CNT,MEAS SET,MATERIAL,SITE,Site #,X,Y,Value1
2018/8/2 9:48,MT-TRS-01,Wafer01,LotID12345,SFA79583,1,,,PPID123,,,,0,1,0,0,279.423
2018/8/2 9:48,MT-TRS-01,Wafer01,LotID12345,SFA79583,1,,,PPID123,,,,0,2,-33989.34,-33989.34,279.4487
2018/8/2 9:48,MT-TRS-01,Wafer01,LotID12345,SFA79583,1,,,PPID123,,,,0,3,-33989.34,33989.34,279.4495
2018/8/2 9:48,MT-TRS-01,Wafer01,LotID12345,SFA79583,1,,,PPID123,,,,0,4,33989.34,33989.34,279.4142
2018/8/2 9:48,MT-TRS-01,Wafer01,LotID12345,SFA79583,1,,,PPID123,,,,0,5,33989.34,-33989.34,279.4346
2018/8/2 9:48,MT-TRS-01,Wafer02,LotID12345,SFA79583,2,,,PPID123,,,,0,1,0,0,279.423
2018/8/2 9:48,MT-TRS-01,Wafer02,LotID12345,SFA79583,2,,,PPID123,,,,0,2,-33989.34,-33989.34,279.4487
2018/8/2 9:48,MT-TRS-01,Wafer02,LotID12345,SFA79583,2,,,PPID123,,,,0,3,-33989.34,33989.34,279.4495
2018/8/2 9:48,MT-TRS-01,Wafer02,LotID12345,SFA79583,2,,,PPID123,,,,0,4,33989.34,33989.34,279.4142
2018/8/2 9:48,MT-TRS-01,Wafer02,LotID12345,SFA79583,2,,,PPID123,,,,0,5,33989.34,-33989.34,279.4346
2018/8/2 9:48,MT-TRS-01,Wafer03,LotID12345,SFA79583,3,,,PPID123,,,,0,1,0,0,279.423
2018/8/2 9:48,MT-TRS-01,Wafer03,LotID12345,SFA79583,3,,,PPID123,,,,0,2,-33989.34,-33989.34,279.4487
2018/8/2 9:48,MT-TRS-01,Wafer03,LotID12345,SFA79583,3,,,PPID123,,,,0,3,-33989.34,33989.34,279.4495
2018/8/2 9:48,MT-TRS-01,Wafer03,LotID12345,SFA79583,3,,,PPID123,,,,0,4,33989.34,33989.34,279.4142
2018/8/2 9:48,MT-TRS-01,Wafer03,LotID12345,SFA79583,3,,,PPID123,,,,0,5,33989.34,-33989.34,279.4346
2018/8/2 9:48,MT-TRS-01,Wafer04,LotID12345,SFA79583,4,,,PPID123,,,,0,1,0,0,279.423
2018/8/2 9:48,MT-TRS-01,Wafer04,LotID12345,SFA79583,4,,,PPID123,,,,0,2,-33989.34,-33989.34,279.4487
2018/8/2 9:48,MT-TRS-01,Wafer04,LotID12345,SFA79583,4,,,PPID123,,,,0,3,-33989.34,33989.34,279.4495
2018/8/2 9:48,MT-TRS-01,Wafer04,LotID12345,SFA79583,4,,,PPID123,,,,0,4,33989.34,33989.34,279.4142
2018/8/2 9:48,MT-TRS-01,Wafer04,LotID12345,SFA79583,4,,,PPID123,,,,0,5,33989.34,-33989.34,279.4346
